15_inch_main_armament;15-inch Main Armament
direct_current_desc;The first common way to transmit electricity was direct current or DC, where the electrons flow in only one direction. Batteries produce direct current and it is commonly used in applications requiring low voltages. High voltage direct current is used to transmit power to long distances, especially when using underwater cables and to run trains. Thomas Alva Edison sponsored direct current, but lost the battle of standards to Nikola Tesla and his alternating current.
DISBAND_1;Unit Disbanded.
DISBAND_2;$MONARCHTITLE$, we have disbanded
DISBAND_3;$UNIT$
DISBAND_4;No doubt the scum of the earth that make up our armies will squander their more than generous pay in the taverns..
DISBAND_5;*
DISBAND_6;*
DISBAND_ALL;Disband all selected units
DISBAND_ALL_DESC;Are you sure that you want to 刪DISBANDe! 即$NUM$e! units?
DISBAND_ALL_TITLE;Disband all units
DISBAND_BTN1;OK
DISBAND_BTN2;OK
DISBAND_BTN3;Goto
DISBAND_HEADER;$chief_of_staff$ reports
DISBAND_LOG;$UNIT$ was disbanded.
DISBAND_MAP;*
DISBAND_SETUP;When a unit is disbanded
DISBAND_TOO_SMALL_UNIT;Disband Undermanned Brigades
DISBAND_TOO_SMALL_UNIT_DRO;This option will disband all brigades that are not currently supported by a full-strength soldier POP.
DISBAND_UNIT;Disband Unit
DISBAND_UNIT_DRO;Disbanding a brigade will remove it from the game, and thus reduce the amount of supplies your nation has to spend on maintenance.
DISCIPLINE;Discipline
disciplined;Disciplined
DISCREDIT_BUTTON;Discredit
DISCREDIT_DESC;Discredit another Great Power, making it harder for them to influence this country. Lasts 即$DAYS$劬 days.
DISCREDIT_DI;Discredit
DISCREDIT_OTHER_ACCEPT_1;即$RECIPIENT$劬
DISCREDIT_OTHER_ACCEPT_2;$MONARCHTITLE$, we found out
DISCREDIT_OTHER_ACCEPT_3;that 即$ACTOR$劬 has discredited
DISCREDIT_OTHER_ACCEPT_4;即$TARGET$劬 in 即$RECIPIENT$劬.
DISCREDIT_OTHER_ACCEPT_5;This will limit their influence over them.
DISCREDIT_OTHER_ACCEPT_6;*
DISCREDIT_OTHER_ACCEPT_BTN1;OK
DISCREDIT_OTHER_ACCEPT_BTN2;OK
DISCREDIT_OTHER_ACCEPT_BTN3;Go to
DISCREDIT_OTHER_ACCEPT_HEADER;The Foreign Minister reports
DISCREDIT_OTHER_ACCEPT_LOG;$ACTOR$ has discredited $TARGET$, which lessens their influence on $RECIPIENT$
DISCREDIT_OTHER_ACCEPT_SETUP;When a nation discredits another nation
DISCREDIT_THEY_ACCEPT_1;即$RECIPIENT$劬
DISCREDIT_THEY_ACCEPT_2;$MONARCHTITLE$, we managed to
DISCREDIT_THEY_ACCEPT_3;discredit the name of 即$TARGET$劬 in 即$RECIPIENT$劬.
DISCREDIT_THEY_ACCEPT_4;This will severely limit their influence there!
DISCREDIT_THEY_ACCEPT_5;*
DISCREDIT_THEY_ACCEPT_6;*
DISCREDIT_THEY_ACCEPT_BTN1;OK
DISCREDIT_THEY_ACCEPT_BTN2;OK
DISCREDIT_THEY_ACCEPT_BTN3;Go to
DISCREDIT_THEY_ACCEPT_HEADER;The Foreign Minister reports
DISCREDIT_THEY_ACCEPT_LOG;We have discredited $TARGET$, which lessens their influence on $RECIPIENT$
DISCREDIT_THEY_ACCEPT_SETUP;When we discredit a nation
DISCREDIT_WE_ACCEPT_1;即$ACTOR$劬
DISCREDIT_WE_ACCEPT_2;$MONARCHTITLE$, 即$ACTOR$劬 has told
DISCREDIT_WE_ACCEPT_3;us that 即$TARGET$劬 has bad intentions
DISCREDIT_WE_ACCEPT_4;regarding our country!
DISCREDIT_WE_ACCEPT_5;We should limit their influence and watch them closely.
DISCREDIT_WE_ACCEPT_6;*
DISCREDIT_WE_ACCEPT_BTN1;OK
DISCREDIT_WE_ACCEPT_BTN2;OK
DISCREDIT_WE_ACCEPT_BTN3;Go to
DISCREDIT_WE_ACCEPT_HEADER;The Foreign Minister reports
DISCREDIT_WE_ACCEPT_LOG;$ACTOR$ has discredited $TARGET$, we will be less influenced by them
DISCREDIT_WE_ACCEPT_SETUP;When a nation discredits another nation in our country
DISCREDITTITLE;Discredit Great Power
discriminatory_school_system;Discriminatory School System
disgraced;Disgraced
disgruntled_rabble_army;$COUNTRY$ Revolters
disgruntled_rabble_desc;These are dissatisfied citizens that have formed a big mob focused merely on looting and pillaging.
disgruntled_rabble_name;Disgruntled Rabble
disgruntled_rabble_title;Disgruntled Rabble
dismantle_forts;Dismantle Fortifications
dismantle_forts_desc;Dismantle forts and naval bases.
dismantle_forts_setup;Dismantle forts and naval bases in $STATE$
dismantle_forts_short;Dismantle constructions in $STATE$
disorderly;Disorderly
DISSENT_IS_ATLEAST_TRIGGER;Dissent is at least 即$VALUE$劬.\n
DISSENT_IS_NOT_TRIGGER;Dissent is not 即$VALUE$劬.\n
DIST_ADMINISTRATION;Administration
DIST_DEFENCE;Defence Spending
DIST_EDUCATION;Education
DIST_SOCIAL;Social Spending
distribution_channels;Distribution Channels
distribution_channels_desc;As the line for resource to finished value-added product became longer from specialization, channels of distribution opened as some companies specialized in distribution to shops. This made the supply side more effective.
dixie;Dixie
DM_MAX;With maximum
DO_NOT_CONTROL;Does NOT control 
DO_NOT_HAVE_A;Do NOT have a 
DO_NOT_HAVE_TECH_TRI;Have NOT invented 即$TECH$劬.\n
DO_NOT_OWN;Does NOT own 
dogma_of_mass_action;Dogma of Mass Action
dogma_of_mass_action_desc;At certain point a line of thought that developed from general radicalism was the dogma of mass action, which meant that only by means of mass actions as rallying and strikes could the consciousness level of the worker be raised adequately for him to understand what to be good for him.
dogma_of_violence;Dogma of Violence
dogma_of_violence_desc;At certain point a line of thought that developed from general radicalism was the dogma of violence, which meant that only by the forced means of violence could the old society be removed and the new one created.
DOM;Dominican Republic
DOM_absolute_monarchy;Santo Domingo
DOM_ADJ;Dominican
DOM_anarcho_liberal;Partido Radical
DOM_communist;Partido Comunista
DOM_conservative;Conservadores
DOM_conservative_2;Trinitarios
DOM_conservative_3;Partido Rojo
DOM_conservative_4;Horacistas
DOM_fascist;Partido Fascista
DOM_hms_government;Santo Domingo
DOM_liberal;Liberales
DOM_liberal_2;Partido Azel
DOM_liberal_3;Partido Restaurador
DOM_liberal_4;Partido Verde
DOM_liberal_5;Jimenistas
DOM_reactionary;Partido Nacionalista
DOM_socialist;Partido Socialista
DOMESTIC_NATION;nation
DOMESTIC_RELATION;relation
DOMINANT_ISSUES_DISTTITLE;Dominant Issues
DOMINANT_ISSUES_DISTTITLE;Dominant Issues
DOMINION;Dominion
dominion_anarcho_liberal;The Freedom Party
dominion_communist;The Communist Party
dominion_conservative;The Conservative Party
dominion_fascist;The Imperial Party
dominion_liberal;The Liberal Party
DOMINION_OF;即Dominion劬 of
DOMINION_OF_NOCOLOR;Dominion of
dominion_reactionary;The Old Guard
dominion_socialist;The Socialist Party
DONT_HAVE_A_X_INY;Do NOT have a $X$ in $Y$
DONT_HAVE_THE_MODIFIER;Do NOT have the modifier 
DONT_HAVE_THE_PROVICEN_MODIFIER;Do NOT have the province modifier 
DOSNT_EXISTS; does NOT exist
double_standard;Double Standard
double_standard_desc;This meant a currency system where both gold and silver ran as parallel monetary units. It ensured the state always to be able to produce cheap money, but the difference in price changes between the currencies could have grave effect for the individual citizen.
doughty;Doughty
dragoon;Dragoon
dragoon_activation;Dragoons
dragoon_activation_desc;The word dragoon originally meant mounted infantry, who were trained in horse riding as well as infantry fighting skills. However, usage altered over time and during the 18th century, dragoons evolved into conventional light cavalry units and personnel. Dragoon regiments were established in most European armies during the late 17th and early 18th centuries. During the Napoleonic Wars, dragoons generally assumed a cavalry role, though remaining a lighter class of mounted troops than the armored cuirassiers.
dragoon_short;Dra
dreadnought;Dreadnought
dreadnought_short;DN
dreadnoughts;Dreadnoughts
dreadnoughts_desc;Dreadnoughts are the top-notch combat ships at the turn of the century. Equipped with several high-calibre guns, they can take quite some damage and still deal a crippling blow to the enemy fleet.
drillmaster;Drillmaster
drying_techniques;Drying Techniques
drying_techniques_desc;By drying food their durability increased tenfold and food as a commodity became easier to sell.
dryzymalas_wagon;Dryzymala's Wagon
dutch;Dutch
dye;Dye
dye_factory;Dye Factory
dye_factory;Dye Factory
dye_factory_desc;Dye could not only be extracted from plantations, but it could also be synthetically produced using coal.
dye_RGO_SIZE;Dye plantation size
dyula;Dyula
DZG;Danzig
DZG_ADJ;Danziger
DZG_anarcho_liberal;Radikale Arbeiterpartei
DZG_communist;Communist Arbeiterparei
DZG_conservative;Zentrumspartei
DZG_conservative_2;Konservative Partei
DZG_conservative_3;Christsoz. Arbeiterpartei
DZG_fascist;NSDP
DZG_liberal;Liberaldem. Partei
DZG_liberal_2;Nationalliberale 
DZG_liberal_3;Freisinnige Partei
DZG_reactionary;Nationale Partei
DZG_socialist;Deutscher Arbeiterverein
DZG_socialist_2;Sozialdem. Arbeiterpartei 
DZG_socialist_3;Sozial. Arbeiterpartei 
early_classical_theory_and_critique;Early Classical Theory and Critique
early_classical_theory_and_critique_desc;Early Classical Theory and Critique
early_interwar_bombers;Early Interwar Bombers
early_interwar_bombers_desc;Beginning with the first pilot to drop a grenade on his enemy, the use of aircraft to deliver munitions to the enemy was acknowledged to be of great tactical and strategic value. To enhance and expand this ability, dedicated bomber aircraft were developed.
early_interwar_fighters;Early Interwar Fighters
early_interwar_fighters_desc;The concept of denying the enemy access to the air above one's army was discovered early in the budding air war. Aircraft whose sole role was to engage and eliminate enemy aircraft found their use well before their bomber cousins.
early_railroad;Early Railroad
early_railroad_desc;Early Railroad
earnest;Earnest
east_african;East African
east_asian;East Asian
east_slavic;East Slavic
EASY;Easy
easy;Easy
easy_ai;Easy Difficulty
easy_player;Easy Difficulty
eccentric_genius;Eccentric Genius
economic_boom;Economic Boom
economic_boom_desc;Our economy is booming thanks to our investment banks and a long period of low unemployment.
economic_policy;Economic Policy
ECONOMIC_REFORM_COST_DESC;Cost modifier for economic reforms: 
economic_responsibility;Economic Responsibility
economic_responsibility_desc;Economic Responsibility
economic_thought_and_critique;Economic Thought and Critique
economic_thought_and_critique_desc;The scientific development of Economics gave large repercussions into the functions of the world economy, both on a micro and macro level. New ideas and knowledge was swiftly applied by business and the state to increase the efficiency of their work.
ECONOMICREFORM_1;Economic Reforms in $COUNTRY$
ECONOMICREFORM_2;$MONARCHTITLE$, we have now enacted
ECONOMICREFORM_3;$ISSUE$
ECONOMICREFORM_4;in
ECONOMICREFORM_5;$CATEGORY$
ECONOMICREFORM_6;*
ECONOMICREFORM_BAD_1;Economic Reforms Revoked in $COUNTRY$
ECONOMICREFORM_BAD_2;$MONARCHTITLE$, we have now revoked benefits in
ECONOMICREFORM_BAD_3;$CATEGORY$
ECONOMICREFORM_BAD_4;from $OLD$ to $ISSUE$.
ECONOMICREFORM_BAD_5;*
ECONOMICREFORM_BAD_6;*
ECONOMICREFORM_BAD_BTN1;OK
ECONOMICREFORM_BAD_BTN2;OK
ECONOMICREFORM_BAD_BTN3;Goto
ECONOMICREFORM_BAD_HEADER;Political News in $COUNTRY$
ECONOMICREFORM_BAD_LOG;We revoked $OLD$ in $CATEGORY$ to $ISSUE$.
ECONOMICREFORM_BAD_MAP;*
ECONOMICREFORM_BAD_SETUP;When removing an economic reform
ECONOMICREFORM_BTN1;OK
ECONOMICREFORM_BTN2;OK
ECONOMICREFORM_BTN3;Goto
ECONOMICREFORM_HEADER;Political News in $COUNTRY$
ECONOMICREFORM_LOG;We enacted $ISSUE$ in $CATEGORY$.
ECONOMICREFORM_MAP;*
ECONOMICREFORM_SETUP;When enacting an economic reform
ECU;Ecuador
ECU_2279;Ecuador
ECU_ADJ;Ecuadorian
ECU_anarcho_liberal;Partido Radical
ECU_communist;Partido Comunista
ECU_conservative;Partido Conservador
ECU_fascist;Partido Fascista
ECU_liberal;Partido Liberal
ECU_liberal_2;Partido Liberal Radical
ECU_liberal_3;Partido Progresista
ECU_liberal_4;Unien Republicana
ECU_reactionary;Partido Jesuetico
ECU_socialist;Partido Socialista
edison_light_bulb;Edison Light Bulb
edison_light_bulb_desc;The introduction of the light bulb meant that predefined areas like small rooms or big factory floors could be enlightened. This meant that people were no longer limited by sunrise and sunset.
edo;Edo
EDU_DESC;The educational budget is used to pay the clergy and to produce research points.
EDU_EFF_TECH;Education Eff.
eduard_bernstein;Eduard Bernstein
eduard_bernstein_desc;Eduard Bernstein was originally a staunch disciple of Marx and started his life in the German Socialdemocratic Party, but during his later exile in London Bernstein gradually became convinced that the best way to obtain socialism in an industrialized country was through trade union activity and parliamentary politics. He published a series of articles where he argued that the predictions made by Karl Marx about the development of capitalism had not come true. He pointed out that the real wages of workers had risen and the polarization of classes between an oppressed proletariat and capitalists, had not materialized. Nor had capital become concentrated in fewer hands. Bernstein's revisionist views appeared in his extremely influential book Evolutionary Socialism (1899).
EDUCATION;Education
education_reform;Education reform
education_reform_l;Education reform
EDUCATION_SPENDING;Education Spending
EDUCATION_SPENDING_OVER;Education Spending above 即$VAL$劬%\n
educational_reform;Educational Reform
EFFECT_AND;...and
EFFECT_BUILD_IN_CAPITAL_DESC;即$BLD$e! construction will take place in: 即$PROVS$e!
EFFECT_CRISIS_INTEREST;$COUNTRY$ declares interest in the current crisis
EFFECT_MORE;more.
efficient;Efficient
egalitarianism;Egalitarianism
egalitarianism_desc;Egalitarianism is the doctrine of the equality of mankind and the desirability of political, economic and social equality.
EGY;Egypt
EGY_1746;Sinai
EGY_1750;Lower Egypt
EGY_1753;Matruh
EGY_1758;Egyptian Desert
EGY_1762;Middle Egypt
EGY_1771;Upper Egypt
EGY_1827;Sudan
EGY_1834;Dongola
EGY_843;Aegean Islands
EGY_897;Aleppo
EGY_903;Syria
EGY_910;Transjordan
EGY_ADJ;Egyptian
EGY_anarcho_liberal;Radical Faction
EGY_communist;Communist Faction
EGY_conservative;Majlis Al-Shura
EGY_conservative_2;al-Hizb al-Watani
EGY_fascist;Fascist Faction
EGY_liberal;Majlis Shurat Al-Nuwwab
EGY_liberal_2;al-Hizb al-Umma
EGY_reactionary;Urabist Faction
EGY_socialist;Socialist Faction
egyptian_excavations;Egyptian Excavations
egyptian_excavations_desc;Our country is spearheading archeological excavations in The Valley of the Kings.
egyptological_excavations_desc;The Valley of the Kings, Egypt, is a potentially endless source of new archeological discoveries. By petitioning the Egyptian government for a monopoly to carry out excavations in The Valley of the Kings, we can ensure that we make these fantastic discoveries, rather than another Great Power.
egyptological_excavations_title;The Valley of the Kings
eight_hours;8 Hour Work Day
eight_hours_desc;Maximum 8 working hours per day.
eight_hours_l;8h Workday
elastic_defense_system;Elastic Defense System
elastic_defense_system_desc;At this points the trenches grew to formidable systems of trenches with two or even three lines of defenses bolstered by concrete fortifications and machine gun positions. The scene was as if it were captured from the 'Inferno' section of Dante Alighieris 'Divina Comedia'. 
elderly;Elderly
ELECTION_INFO_IN_GOV;Election Campaign in Progress
ELECTIONDONE_1;Election finished!
ELECTIONDONE_2;$MONARCHTITLE$, the elections are now finished.
ELECTIONDONE_3;$WINNER$ is now the new ruling party.
ELECTIONDONE_4;$DETAILS$
ELECTIONDONE_5;*
ELECTIONDONE_6;*
ELECTIONDONE_BTN1;OK
ELECTIONDONE_BTN2;OK
ELECTIONDONE_BTN3;Goto
ELECTIONDONE_HEADER;Political News in $COUNTRY$
ELECTIONDONE_LOG;$WINNER$ will now lead the government of $COUNTRY$.
ELECTIONDONE_MAP;*
ELECTIONDONE_SETUP;When the Election campaign has finished.
ELECTIONSTART_1;The Elections of $COUNTRY$ is starting
ELECTIONSTART_2;$MONARCHTITLE$, we are now reporting that the elections have started.
ELECTIONSTART_3;The final results will be in on
ELECTIONSTART_4;$DETAILS$
ELECTIONSTART_5;*
ELECTIONSTART_6;*
ELECTIONSTART_BTN1;OK
ELECTIONSTART_BTN2;OK
ELECTIONSTART_BTN3;Goto
ELECTIONSTART_HEADER;Political News in $COUNTRY$
ELECTIONSTART_LOG;Election campaigns started in $COUNTRY$.
ELECTIONSTART_MAP;*
ELECTIONSTART_SETUP;At the start of an Election Campaign.
ELECTORATE_DISTTITLE;Electorate Vote
electric_furnace;Electric Furnace
